id,amount,transaction_type,category_id,description,transaction_date,created_at,updated_at,wallet_id
003af68f-395e-40f7-93ab-e49b56b42495,18000,expense,577b93fb-ceb4-4079-91c2-4ba2e2f48c40,Nạp game,2/10/2026,2026-02-10 00:00:00.174251+00,2026-02-10 00:00:00.174251+00,edc60f6c-6ffc-4531-a5f1-fccd7ef774ef
004337eb-8146-453b-9c1a-fb460a603ab2,2000,expense,506efa3b-7808-4fa1-b5fe-72fc55fe3571,Ăn tối,1/7/2026,2026-01-07 00:00:00.376984+00,2026-01-07 00:00:00.376984+00,34906f5f-68d7-41bf-a9b0-86ba570cbdf7
0044e232-9bf0-4b09-acb0-799701796ecf,16000,expense,3c16a7c6-a699-4191-9cc8-2736b8814b74,Vé tàu điện,9/10/2025,2025-09-10 00:00:00.884028+00,2025-09-10 00:00:00.884028+00,34906f5f-68d7-41bf-a9b0-86ba570cbdf7
00457b7b-e23c-4f53-8928-e3654f499832,32000,expense,cd4912c2-1b2c-49f5-9223-a5a66f5c5f71,Mua giày,12/16/2025,2025-12-16 00:00:00.868878+00,2025-12-16 00:00:00.868878+00,93bbce0b-2d35-4490-9134-108b67f5354e
004665b9-4caf-4d74-8d5b-5752d8135926,5000,expense,577b93fb-ceb4-4079-91c2-4ba2e2f48c40,Gia hạn Spotify,5/9/2026,2026-05-09 00:00:00.003019+00,2026-05-09 00:00:00.003019+00,20b3f326-cb05-4ebc-a108-b52d0ee72df6
00479519-6af5-42ad-a8e9-2af6a493b670,136000,expense,cba28b5d-bd65-43b4-91a1-18e468c96145,Từ thiện,5/14/2026,2026-05-14 00:00:00.692034+00,2026-05-14 00:00:00.692034+00,cbae696d-dba3-4354-8251-86828eefb577
00528dd8-5f83-4378-ab4d-a827f418587b,132000,expense,506efa3b-7808-4fa1-b5fe-72fc55fe3571,Ăn vặt,6/19/2025,2025-06-19 00:00:00.858599+00,2025-06-19 00:00:00.858599+00,535f3e90-385f-4d67-a24e-21f067d22783
0056406e-afb5-4609-93d3-cbbd46fbe61c,466000,expense,1484cd07-65fd-4563-9b4c-8e72fea2a140,Bảo hiểm y tế,1/4/2026,2026-01-04 00:00:00.803803+00,2026-01-04 00:00:00.803803+00,6290c07a-a769-46f2-93f5-4361a3fd30a0
005d837d-01b4-4fc6-98a1-c98f09a18d1f,126000,expense,506efa3b-7808-4fa1-b5fe-72fc55fe3571,Ăn sáng,11/20/2025,2025-11-20 00:00:00.45636+00,2025-11-20 00:00:00.45636+00,20b3f326-cb05-4ebc-a108-b52d0ee72df6
006858fc-0644-405d-9b1c-2f289182f2d3,634000,expense,506efa3b-7808-4fa1-b5fe-72fc55fe3571,Đi siêu thị,2/6/2026,2026-02-06 00:00:00.264112+00,2026-02-06 00:00:00.264112+00,cebb5677-09b8-48f2-95c2-cf5c428d6260
006d54c1-abae-42fc-b9f3-a5545c2badbe,34000,expense,3c16a7c6-a699-4191-9cc8-2736b8814b74,Gửi xe,12/17/2025,2025-12-17 00:00:00.528579+00,2025-12-17 00:00:00.528579+00,8093fe3a-adc5-4cc7-a7a1-d6e6d10adbc4
006d7a4a-b94d-4ed0-8fae-0a0599380549,13000,expense,3c16a7c6-a699-4191-9cc8-2736b8814b74,Đổ xăng,3/21/2026,2026-03-21 00:00:00.264634+00,2026-03-21 00:00:00.264634+00,f6f4febb-eda3-4143-bc12-4b88d1a306b6
00712c0f-f04c-41f0-961c-d9286ebe48d9,364000,expense,506efa3b-7808-4fa1-b5fe-72fc55fe3571,Ăn vặt,11/27/2025,2025-11-27 00:00:00.140122+00,2025-11-27 00:00:00.140122+00,0549318b-8b7d-40c9-aa07-7274e0012d40
007246a3-84b1-47a2-8d7e-715089d6f35b,181000,expense,3c16a7c6-a699-4191-9cc8-2736b8814b74,GrabBike,10/18/2025,2025-10-18 00:00:00.597693+00,2025-10-18 00:00:00.597693+00,80c726a1-a60f-4566-bdca-40b42a62b63f
00752cea-0891-4b21-a973-bac6bafdbfe4,59000,expense,506efa3b-7808-4fa1-b5fe-72fc55fe3571,GrabFood,6/3/2025,2025-06-03 00:00:00.402648+00,2025-06-03 00:00:00.402648+00,328d747f-2dda-4d8f-af76-d2e549bb0a30
0077a4e5-6228-4eee-8104-aad5e968bbba,266000,expense,506efa3b-7808-4fa1-b5fe-72fc55fe3571,GrabFood,12/23/2025,2025-12-23 00:00:00.073402+00,2025-12-23 00:00:00.073402+00,390ea435-050d-490c-9759-3632fc6118e7
0078530d-8abf-47b5-8525-dc12f88250f3,6000,expense,577b93fb-ceb4-4079-91c2-4ba2e2f48c40,Gia hạn Spotify,3/9/2026,2026-03-09 00:00:00.196391+00,2026-03-09 00:00:00.196391+00,328d747f-2dda-4d8f-af76-d2e549bb0a30
007e28b3-f0f7-4c11-bd54-5538fdbf6cd1,5289000,income,,Thưởng dự án,1/4/2026,2026-01-04 00:00:00.256256+00,2026-01-04 00:00:00.256256+00,34906f5f-68d7-41bf-a9b0-86ba570cbdf7
007ed650-152d-4dc7-b730-c53b8c2daf47,26000,expense,506efa3b-7808-4fa1-b5fe-72fc55fe3571,Ăn vặt,5/12/2026,2026-05-12 00:00:00.968688+00,2026-05-12 00:00:00.968688+00,81737e5a-6d6d-4b40-a2f6-ede14096b41a
007f0b9f-7d08-4d62-891d-8d0e72b09adb,68000,expense,506efa3b-7808-4fa1-b5fe-72fc55fe3571,Đi siêu thị,4/1/2026,2026-04-01 00:00:00.218701+00,2026-04-01 00:00:00.218701+00,e4bbd980-814e-4dd6-bdd9-a3270350afda
00857dfa-04c2-4f03-917e-28de60e5aeb0,344000,expense,506efa3b-7808-4fa1-b5fe-72fc55fe3571,Ăn sáng,9/1/2025,2025-09-01 00:00:00.24141+00,2025-09-01 00:00:00.24141+00,cbae696d-dba3-4354-8251-86828eefb577
008db355-69b6-45f3-9f69-5d576edf12d1,116000,expense,506efa3b-7808-4fa1-b5fe-72fc55fe3571,Cà phê,3/20/2026,2026-03-20 00:00:00.488587+00,2026-03-20 00:00:00.488587+00,c3e3ad8f-aeeb-4840-9aec-529d59a8890b
009909aa-c7f2-4aac-9095-427501c9bc00,14000,expense,506efa3b-7808-4fa1-b5fe-72fc55fe3571,ShopeeFood,5/23/2026,2026-05-23 00:00:00.008887+00,2026-05-23 00:00:00.008887+00,81737e5a-6d6d-4b40-a2f6-ede14096b41a
009af640-ae1f-4003-810f-1586ea9a6e65,50000,expense,cd4912c2-1b2c-49f5-9223-a5a66f5c5f71,Lazada / Tiki,3/22/2026,2026-03-22 00:00:00.641097+00,2026-03-22 00:00:00.641097+00,9cb8c135-f020-4d44-a4c6-1e604b3be1d7
009d63ff-dfa8-4965-be3e-c02af71a1064,221000,expense,506efa3b-7808-4fa1-b5fe-72fc55fe3571,Ăn tối,3/15/2026,2026-03-15 00:00:00.185449+00,2026-03-15 00:00:00.185449+00,e2e03579-5c9e-4e0e-b8bf-909608672040
00a949d6-56e7-4102-bd5a-c1ea78f85f38,47000,expense,506efa3b-7808-4fa1-b5fe-72fc55fe3571,Ăn trưa,12/16/2025,2025-12-16 00:00:00.81689+00,2025-12-16 00:00:00.81689+00,39661575-13ec-4365-af34-e013699e3611
00ac28f2-0353-4549-a20b-6a6cc4531683,16000,expense,cd4912c2-1b2c-49f5-9223-a5a66f5c5f71,Mua sắm Shopee,12/31/2025,2025-12-31 00:00:00.981295+00,2025-12-31 00:00:00.981295+00,81737e5a-6d6d-4b40-a2f6-ede14096b41a
00adf571-c150-45c8-94da-4617c595840b,103000,expense,3c16a7c6-a699-4191-9cc8-2736b8814b74,GrabCar,3/9/2026,2026-03-09 00:00:00.014996+00,2026-03-09 00:00:00.014996+00,9bd955ea-748b-471c-b9cd-1715acdbd9a3
00bdae96-d682-45f4-9f1e-9a0a2d053810,776000,expense,506efa3b-7808-4fa1-b5fe-72fc55fe3571,Ăn vặt,1/27/2026,2026-01-27 00:00:00.874283+00,2026-01-27 00:00:00.874283+00,bf242e05-1ba2-4431-9b4f-ae3d139f497e
00bf6cb6-b707-4d30-b68a-0cd9f2027e77,181000,expense,cba28b5d-bd65-43b4-91a1-18e468c96145,Nạp tiền điện thoại,6/20/2025,2025-06-20 00:00:00.315737+00,2025-06-20 00:00:00.315737+00,93bbce0b-2d35-4490-9134-108b67f5354e
00bfa700-26b1-44a5-a1c8-058474f5feff,492000,expense,506efa3b-7808-4fa1-b5fe-72fc55fe3571,Ăn vặt,7/23/2025,2025-07-23 00:00:00.120127+00,2025-07-23 00:00:00.120127+00,74b69fd1-c478-486f-9cc5-796839885cd7
00c9a438-8f4b-47fa-a227-5a3c9cb46ee0,527000,expense,506efa3b-7808-4fa1-b5fe-72fc55fe3571,Ăn vặt,5/10/2026,2026-05-10 00:00:00.416641+00,2026-05-10 00:00:00.416641+00,74b69fd1-c478-486f-9cc5-796839885cd7
00cbef48-6c3c-47b9-b33d-4941830c27a5,111000,expense,3c16a7c6-a699-4191-9cc8-2736b8814b74,Phí cầu đường,9/3/2025,2025-09-03 00:00:00.762506+00,2025-09-03 00:00:00.762506+00,535f3e90-385f-4d67-a24e-21f067d22783
00ce5bd2-f27d-45be-ad0e-a3748422192e,582000,expense,1484cd07-65fd-4563-9b4c-8e72fea2a140,Mua vitamin,8/22/2025,2025-08-22 00:00:00.379732+00,2025-08-22 00:00:00.379732+00,f9dffaa9-b580-452c-9440-168e2b652808
00d0e64c-d5b4-4d95-8ba4-25c17998a448,186000,expense,506efa3b-7808-4fa1-b5fe-72fc55fe3571,Ăn trưa,11/6/2025,2025-11-06 00:00:00.531755+00,2025-11-06 00:00:00.531755+00,be51b070-40b1-4a48-8c12-cae17ccb8dd0
00d2bf5f-84f0-4683-86f9-e72d2253cd8c,53000,expense,506efa3b-7808-4fa1-b5fe-72fc55fe3571,Ăn vặt,5/14/2026,2026-05-14 00:00:00.909417+00,2026-05-14 00:00:00.909417+00,8e77dda9-4315-4fb4-a7f7-fbe92b9682b0
00d369d0-bc73-4d59-bc1d-68d8032af672,90000,expense,cd4912c2-1b2c-49f5-9223-a5a66f5c5f71,Mua sắm Shopee,5/16/2026,2026-05-16 00:00:00.268766+00,2026-05-16 00:00:00.268766+00,8093fe3a-adc5-4cc7-a7a1-d6e6d10adbc4
00d54147-89fc-40b6-9f16-fd1d003c9cb4,55000,expense,506efa3b-7808-4fa1-b5fe-72fc55fe3571,ShopeeFood,4/10/2026,2026-04-10 00:00:00.013668+00,2026-04-10 00:00:00.013668+00,81737e5a-6d6d-4b40-a2f6-ede14096b41a
00d6cb9c-5d56-48e7-b6e7-1c7fc77536b5,436000,expense,3c16a7c6-a699-4191-9cc8-2736b8814b74,Gửi xe,9/21/2025,2025-09-21 00:00:00.769975+00,2025-09-21 00:00:00.769975+00,115e5dea-2773-470e-8392-4110695c2243
00d86e18-13c5-4719-a02d-c6c8f1de8a80,1922000,income,,Thưởng dự án,9/15/2025,2025-09-15 00:00:00.60741+00,2025-09-15 00:00:00.60741+00,416e619c-a1c2-48db-919e-d6999e50aee1
00dc3da2-9971-4528-b6c3-d30d2279c6cc,211000,expense,3c16a7c6-a699-4191-9cc8-2736b8814b74,GrabBike,2/2/2026,2026-02-02 00:00:00.059839+00,2026-02-02 00:00:00.059839+00,74b69fd1-c478-486f-9cc5-796839885cd7
00dcde5b-ce94-443c-9005-2817aa9e3471,53000,expense,3c16a7c6-a699-4191-9cc8-2736b8814b74,Gửi xe,3/7/2026,2026-03-07 00:00:00.56791+00,2026-03-07 00:00:00.56791+00,afd4b604-a3d3-4309-8b49-55c048e76583
00de4ed6-d714-45ce-9acf-072eca5296c6,19000,expense,cd4912c2-1b2c-49f5-9223-a5a66f5c5f71,Đồ điện tử,4/15/2026,2026-04-15 00:00:00.728369+00,2026-04-15 00:00:00.728369+00,dbcb531a-0256-4704-be95-425e3c4f9abb
00df8a44-f4d2-4c3b-b9ce-9387a87977da,17000,expense,577b93fb-ceb4-4079-91c2-4ba2e2f48c40,Xem phim rạp,2/28/2026,2026-02-28 00:00:00.865298+00,2026-02-28 00:00:00.865298+00,c3e3ad8f-aeeb-4840-9aec-529d59a8890b
00e451ce-3611-4298-bf99-70557223b1b1,568000,expense,cd4912c2-1b2c-49f5-9223-a5a66f5c5f71,Lazada / Tiki,1/15/2026,2026-01-15 00:00:00.27113+00,2026-01-15 00:00:00.27113+00,f3bc4cb0-aee3-49cc-98b0-284d4e7bd7da
00eb7378-485b-4e16-9a56-19ef6f0bbfeb,126000,expense,506efa3b-7808-4fa1-b5fe-72fc55fe3571,Ăn sáng,2/17/2026,2026-02-17 00:00:00.34118+00,2026-02-17 00:00:00.34118+00,e4bbd980-814e-4dd6-bdd9-a3270350afda
00ebed34-cdf1-415d-87ae-1387a8d0a6d0,10000,expense,506efa3b-7808-4fa1-b5fe-72fc55fe3571,ShopeeFood,9/12/2025,2025-09-12 00:00:00.10365+00,2025-09-12 00:00:00.10365+00,8093fe3a-adc5-4cc7-a7a1-d6e6d10adbc4
00ebf93d-f8de-4a94-9e4f-2ca3e592f25f,507000,expense,cba28b5d-bd65-43b4-91a1-18e468c96145,Nạp tiền điện thoại,7/8/2025,2025-07-08 00:00:00.153321+00,2025-07-08 00:00:00.153321+00,0549318b-8b7d-40c9-aa07-7274e0012d40
00ebf93d-f8de-4a94-9e4f-2ca3e592f25f,507000,expense,cba28b5d-bd65-43b4-91a1-18e468c96145,Nạp tiền điện thoại,7/8/2025,2025-07-08 00:00:00.153321+00,2025-07-08 00:00:00.153321+00,0549318b-8b7d-40c9-aa07-7274e0012d40
00ef0d6a-ae6a-47b8-8e01-59cf6aec51ea,523000,expense,cba28b5d-bd65-43b4-91a1-18e468c96145,Góp quỹ / Chơi họ,7/30/2025,2025-07-30 00:00:00.202532+00,2025-07-30 00:00:00.202532+00,c6818cca-85bb-4997-9282-763f13d42946
00f09f3b-ba75-471a-8da8-424cdee0899f,167000,expense,3c16a7c6-a699-4191-9cc8-2736b8814b74,Phí cầu đường,2/25/2026,2026-02-25 00:00:00.540331+00,2026-02-25 00:00:00.540331+00,8093fe3a-adc5-4cc7-a7a1-d6e6d10adbc4
00f16b12-2bfe-478e-9be4-694e7cdef95c,344000,expense,506efa3b-7808-4fa1-b5fe-72fc55fe3571,Đi siêu thị,3/7/2026,2026-03-07 00:00:00.51699+00,2026-03-07 00:00:00.51699+00,edc60f6c-6ffc-4531-a5f1-fccd7ef774ef
00f50560-b474-42e8-9518-1068eb4727b4,722000,expense,506efa3b-7808-4fa1-b5fe-72fc55fe3571,Ăn sáng,7/3/2025,2025-07-03 00:00:00.763134+00,2025-07-03 00:00:00.763134+00,0549318b-8b7d-40c9-aa07-7274e0012d40
00f54603-69e2-4c93-92c0-1717ddcf2ca1,53000,expense,506efa3b-7808-4fa1-b5fe-72fc55fe3571,Cà phê,5/10/2026,2026-05-10 00:00:00.770773+00,2026-05-10 00:00:00.770773+00,bf242e05-1ba2-4431-9b4f-ae3d139f497e
00f5a1f3-3aca-4ea1-b20e-8f2066c92f41,115000,expense,506efa3b-7808-4fa1-b5fe-72fc55fe3571,Ăn trưa,5/2/2026,2026-05-02 00:00:00.572536+00,2026-05-02 00:00:00.572536+00,bf242e05-1ba2-4431-9b4f-ae3d139f497e
00f8354a-5e7a-4e0d-9162-5a5108da99d3,120000,expense,3c16a7c6-a699-4191-9cc8-2736b8814b74,Phí cầu đường,1/2/2026,2026-01-02 00:00:00.189928+00,2026-01-02 00:00:00.189928+00,cebb5677-09b8-48f2-95c2-cf5c428d6260
00fc22ac-e693-4d06-9f21-53d5c2020281,43000,expense,506efa3b-7808-4fa1-b5fe-72fc55fe3571,Cà phê,11/9/2025,2025-11-09 00:00:00.778808+00,2025-11-09 00:00:00.778808+00,25a3165a-e170-42b9-afd2-955c27ae5fc7
0106d649-8797-4531-a76f-ee5e35dfead6,31000,expense,cd4912c2-1b2c-49f5-9223-a5a66f5c5f71,Lazada / Tiki,6/8/2025,2025-06-08 00:00:00.956108+00,2025-06-08 00:00:00.956108+00,0f9a5456-dda7-4dec-976b-9e8aa7d8cfd7
01089f84-f6df-4934-84f8-d326ff552909,431000,expense,cba28b5d-bd65-43b4-91a1-18e468c96145,Từ thiện,9/14/2025,2025-09-14 00:00:00.910939+00,2025-09-14 00:00:00.910939+00,edc60f6c-6ffc-4531-a5f1-fccd7ef774ef
0109804f-ffc2-4be5-b98d-743cb0d138ad,18000,expense,3c16a7c6-a699-4191-9cc8-2736b8814b74,Xe ôm,11/5/2025,2025-11-05 00:00:00.512677+00,2025-11-05 00:00:00.512677+00,e1e9c888-8ae3-490c-b663-b2ac868300bd
010ed0dd-a535-4acc-8129-78e2fce4fe8f,605000,expense,cba28b5d-bd65-43b4-91a1-18e468c96145,Tiền điện,5/12/2026,2026-05-12 00:00:00.231128+00,2026-05-12 00:00:00.231128+00,a2dc4176-0770-4641-bfce-b1458d3483a7
010f9c33-db43-43c4-8a91-7032c4a1af30,31000,expense,506efa3b-7808-4fa1-b5fe-72fc55fe3571,Đi siêu thị,6/1/2025,2025-06-01 00:00:00.344242+00,2025-06-01 00:00:00.344242+00,5df3a003-1743-48c7-a737-adddd56254ab
01103aaf-6ac1-4dfd-8910-a6a55510a75f,194000,expense,506efa3b-7808-4fa1-b5fe-72fc55fe3571,Cà phê,1/22/2026,2026-01-22 00:00:00.87642+00,2026-01-22 00:00:00.87642+00,328d747f-2dda-4d8f-af76-d2e549bb0a30
01114fb8-8f56-4ff9-be4e-13ba33830d70,10000,expense,3c16a7c6-a699-4191-9cc8-2736b8814b74,GrabCar,5/22/2026,2026-05-22 00:00:00.467297+00,2026-05-22 00:00:00.467297+00,e1e9c888-8ae3-490c-b663-b2ac868300bd
0114696c-a0b8-46ef-9e73-a76d50160700,14000,expense,cba28b5d-bd65-43b4-91a1-18e468c96145,Góp quỹ / Chơi họ,5/21/2026,2026-05-21 00:00:00.036025+00,2026-05-21 00:00:00.036025+00,25a3165a-e170-42b9-afd2-955c27ae5fc7
011a2d30-539a-45a8-b58f-8028dfdf712e,172000,expense,506efa3b-7808-4fa1-b5fe-72fc55fe3571,ShopeeFood,1/11/2026,2026-01-11 00:00:00.920202+00,2026-01-11 00:00:00.920202+00,0f9a5456-dda7-4dec-976b-9e8aa7d8cfd7
01217041-32ac-493b-9924-2a97747834e8,16000,expense,cd4912c2-1b2c-49f5-9223-a5a66f5c5f71,Mua sắm Shopee,7/24/2025,2025-07-24 00:00:00.593165+00,2025-07-24 00:00:00.593165+00,81737e5a-6d6d-4b40-a2f6-ede14096b41a
01247bfd-1610-4af9-81a6-7bdd52ea53b8,176000,expense,3c16a7c6-a699-4191-9cc8-2736b8814b74,Vé tàu điện,11/2/2025,2025-11-02 00:00:00.208829+00,2025-11-02 00:00:00.208829+00,7563f014-a2c6-49b0-829e-ca59782ca1fa
01260bb8-b141-476b-9987-e58246f5c60d,95000,expense,577b93fb-ceb4-4079-91c2-4ba2e2f48c40,Nạp game,5/6/2026,2026-05-06 00:00:00.144476+00,2026-05-06 00:00:00.144476+00,416e619c-a1c2-48db-919e-d6999e50aee1
012fb5d4-f241-4d77-b996-479c95968d63,74000,expense,506efa3b-7808-4fa1-b5fe-72fc55fe3571,Ăn vặt,9/19/2025,2025-09-19 00:00:00.513537+00,2025-09-19 00:00:00.513537+00,8e77dda9-4315-4fb4-a7f7-fbe92b9682b0
01366cbf-b765-4133-ac26-0448e5b1c16b,73000,expense,3c16a7c6-a699-4191-9cc8-2736b8814b74,Vé xe buýt,1/21/2026,2026-01-21 00:00:00.780661+00,2026-01-21 00:00:00.780661+00,e1e9c888-8ae3-490c-b663-b2ac868300bd
0137acd0-de71-449e-ae94-d591eb27d196,44000,expense,3c16a7c6-a699-4191-9cc8-2736b8814b74,Phí cầu đường,1/21/2026,2026-01-21 00:00:00.895147+00,2026-01-21 00:00:00.895147+00,f6f4febb-eda3-4143-bc12-4b88d1a306b6
013f43ff-5444-43c8-a685-d98fabe07963,68000,expense,577b93fb-ceb4-4079-91c2-4ba2e2f48c40,Gia hạn Spotify,5/15/2026,2026-05-15 00:00:00.712892+00,2026-05-15 00:00:00.712892+00,20b3f326-cb05-4ebc-a108-b52d0ee72df6
01425a69-3ce6-48c1-a526-a1e398889b2e,150000,expense,506efa3b-7808-4fa1-b5fe-72fc55fe3571,Ăn sáng,7/31/2025,2025-07-31 00:00:00.143851+00,2025-07-31 00:00:00.143851+00,93bbce0b-2d35-4490-9134-108b67f5354e
0144b39d-a8ff-40b9-a7e7-9ba813f36a0d,139000,expense,506efa3b-7808-4fa1-b5fe-72fc55fe3571,Ăn sáng,12/22/2025,2025-12-22 00:00:00.7327+00,2025-12-22 00:00:00.7327+00,dbcb531a-0256-4704-be95-425e3c4f9abb
0144d986-2276-4790-9eed-720d3d8dff39,29000,expense,1484cd07-65fd-4563-9b4c-8e72fea2a140,Khám bệnh,10/15/2025,2025-10-15 00:00:00.800055+00,2025-10-15 00:00:00.800055+00,25a3165a-e170-42b9-afd2-955c27ae5fc7
01455a01-ddb4-4e9c-a2b5-a72ed8338c66,423000,expense,cba28b5d-bd65-43b4-91a1-18e468c96145,Từ thiện,4/11/2026,2026-04-11 00:00:00.404503+00,2026-04-11 00:00:00.404503+00,390ea435-050d-490c-9759-3632fc6118e7
01461dbe-53bd-4337-af6e-009e0f836c96,60000,expense,3c16a7c6-a699-4191-9cc8-2736b8814b74,Vé tàu điện,10/27/2025,2025-10-27 00:00:00.556165+00,2025-10-27 00:00:00.556165+00,be51b070-40b1-4a48-8c12-cae17ccb8dd0
01461dfc-c82d-4577-bcb2-7ec4568e6812,17000,expense,3c16a7c6-a699-4191-9cc8-2736b8814b74,Gửi xe,10/25/2025,2025-10-25 00:00:00.39657+00,2025-10-25 00:00:00.39657+00,e4bbd980-814e-4dd6-bdd9-a3270350afda
014d78bc-4f3f-4e7b-aeca-2011b7b480c5,534000,expense,3c16a7c6-a699-4191-9cc8-2736b8814b74,GrabCar,12/12/2025,2025-12-12 00:00:00.144555+00,2025-12-12 00:00:00.144555+00,0f9a5456-dda7-4dec-976b-9e8aa7d8cfd7
014e06a3-304e-4a0c-8e91-de75bcd882f9,109000,expense,506efa3b-7808-4fa1-b5fe-72fc55fe3571,Ăn tối,5/31/2026,2026-05-31 00:00:00.5798+00,2026-05-31 00:00:00.5798+00,5ba74093-5193-4006-a607-dd9c7ac1b848
0157a378-9991-4af9-8409-9bc6d5dc598f,18000,expense,577b93fb-ceb4-4079-91c2-4ba2e2f48c40,Nạp game,12/2/2025,2025-12-02 00:00:00.169777+00,2025-12-02 00:00:00.169777+00,93bbce0b-2d35-4490-9134-108b67f5354e
015b3d4a-9cec-4695-8763-eb1fe529d1b9,496000,expense,506efa3b-7808-4fa1-b5fe-72fc55fe3571,Ăn tối,8/6/2025,2025-08-06 00:00:00.75755+00,2025-08-06 00:00:00.75755+00,a2dc4176-0770-4641-bfce-b1458d3483a7
015f6da4-d5c4-4df6-be5f-fcb8106698de,2000,expense,cd4912c2-1b2c-49f5-9223-a5a66f5c5f71,Mua giày,5/18/2026,2026-05-18 00:00:00.644632+00,2026-05-18 00:00:00.644632+00,e2e03579-5c9e-4e0e-b8bf-909608672040
01605aa7-4add-4697-888f-b821876d4355,274000,expense,cd4912c2-1b2c-49f5-9223-a5a66f5c5f71,Đồ gia dụng,8/4/2025,2025-08-04 00:00:00.24192+00,2025-08-04 00:00:00.24192+00,9bd955ea-748b-471c-b9cd-1715acdbd9a3
0160f284-1ea9-4a0f-bbec-9444416c8ed4,243000,expense,cba28b5d-bd65-43b4-91a1-18e468c96145,Tiền mạng Internet,7/29/2025,2025-07-29 00:00:00.858712+00,2025-07-29 00:00:00.858712+00,9cb8c135-f020-4d44-a4c6-1e604b3be1d7
016250b8-2be1-4adc-8bab-e5c2a2c3d1a9,45000,expense,3c16a7c6-a699-4191-9cc8-2736b8814b74,Vé tàu điện,12/28/2025,2025-12-28 00:00:00.12382+00,2025-12-28 00:00:00.12382+00,afd4b604-a3d3-4309-8b49-55c048e76583
0162724f-cad3-4d97-983c-6d8d8971b2d0,266000,expense,1484cd07-65fd-4563-9b4c-8e72fea2a140,Phòng tập Gym,6/16/2025,2025-06-16 00:00:00.759141+00,2025-06-16 00:00:00.759141+00,3105c1fe-b882-4040-8735-fb105a415a28
