id,user_id,name,type,balance,currency
74b69fd1-c478-486f-9cc5-796839885cd7,fe3afcce-e531-4717-95b5-0e0a40a080fe,Thẻ tín dụng HSBC,CREDIT_CARD,0,VND
f9dffaa9-b580-452c-9440-168e2b652808,f4450014-e56a-49fb-8540-4918c57d6396,Ví ShopeePay,E_WALLET,0,VND
be51b070-40b1-4a48-8c12-cae17ccb8dd0,911f23aa-5fa4-4b1a-9f02-4d1c9c9fe626,Ví ZaloPay,E_WALLET,0,VND
8e77dda9-4315-4fb4-a7f7-fbe92b9682b0,bb7c22cc-ffad-4d5a-be34-1dab046b8df3,Tài khoản MB Bank,BANK,0,VND
115e5dea-2773-470e-8392-4110695c2243,0929f055-08fe-48be-a629-085630e2307f,Ví Momo,E_WALLET,0,VND
416e619c-a1c2-48db-919e-d6999e50aee1,89369c31-c359-46ec-a5f9-c520b00498b5,Ví ShopeePay,E_WALLET,0,VND
afd4b604-a3d3-4309-8b49-55c048e76583,067bf019-1907-488e-b517-d2c24b2a43ba,Tài khoản Techcombank,BANK,0,VND
f3bc4cb0-aee3-49cc-98b0-284d4e7bd7da,42637386-fb69-4195-8bb3-aa4f5514b21a,Tài khoản Techcombank,BANK,0,VND
c6818cca-85bb-4997-9282-763f13d42946,547fa433-66f2-4c27-be8d-ae8e6677b500,Thẻ tín dụng HSBC,CREDIT_CARD,0,VND
25a3165a-e170-42b9-afd2-955c27ae5fc7,33cf668d-eb31-4abe-bbdf-494c38e09622,Tài khoản Techcombank,BANK,0,VND
0f9a5456-dda7-4dec-976b-9e8aa7d8cfd7,3f6af16f-81fe-44b1-b16a-365093cc3412,Ví ShopeePay,E_WALLET,0,VND
e1e9c888-8ae3-490c-b663-b2ac868300bd,03b27a3a-0cda-4bc3-bb7f-8aabc13b9cb5,Ví ShopeePay,E_WALLET,0,VND
5ba74093-5193-4006-a607-dd9c7ac1b848,2d56337b-b036-4ed0-9c78-33ef684c92a5,Ví Tiền Mặt,CASH,0,VND
3105c1fe-b882-4040-8735-fb105a415a28,28bbc773-7ffa-474c-9b22-94c4e1617a9e,Ví ZaloPay,E_WALLET,0,VND
a8046377-9b58-4c61-97d7-a29f2d0e31fd,238ec16a-4142-478e-8872-89bc6723bd10,Tài khoản Vietcombank,BANK,0,VND
fe6be7a5-dfbb-488b-97e0-574fa5c383e6,a9724b28-4ab6-46aa-9987-a80bef17a090,Thẻ tín dụng VPBank,CREDIT_CARD,0,VND
03962e7b-3ca5-4381-a210-02771cdb5c26,332cbe57-1547-43dc-8f6b-d1b87647f59e,Thẻ tín dụng CitiBank,CREDIT_CARD,0,VND
bd8ad26d-c2de-4baf-8ec6-34b5382117fc,b64bef26-8d23-42c5-958c-2e6f256d7a2e,Tài khoản Techcombank,BANK,0,VND
8f4a1d5b-72f8-4332-919d-95b73da9cb36,28cea656-1460-44ae-8906-a05ac115a1b6,Thẻ tín dụng HSBC,CREDIT_CARD,0,VND
a2844048-b5d3-421b-94af-2450641f3100,ef5315e5-1415-4b5b-81f0-d842ec2e4e71,Tài khoản Techcombank,BANK,0,VND
d2112e88-f0e4-4fa9-8b7d-7e72ced81ccf,00b1e9cb-8b43-43e8-86d0-535d253fb070,Thẻ tín dụng CitiBank,CREDIT_CARD,0,VND
